task_id,domain,packet,packet_sha256,priority,risk_codes,blind_review_operations,coordinator_status,human_decision
cand_it_008,it,data/annotations/candidate_packets_v2/cand_it_008.json,aa9da51d7e8e31043691c5d9041b91a3fb80a1ceb56d40afd3361b64e6d3555e,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_009,it,data/annotations/candidate_packets_v2/cand_it_009.json,34b2b7a0b60a93a4850f6ebe079be01a663e0d6114795c90849c7004afb2fe11,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_it_011,it,data/annotations/candidate_packets_v2/cand_it_011.json,608d0fcf02f13c1fd12bdc0e83d0109ab25f6a2c5ea80197293260bc1c266e58,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_012,it,data/annotations/candidate_packets_v2/cand_it_012.json,4c3e486ac59ed3cc25d9ec2d8ee7d599b7ee53df4bfd94bcc519b42c1f0e8358,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_it_013,it,data/annotations/candidate_packets_v2/cand_it_013.json,60ff1f5e2bf1d115f71ef859921073bb96d93e1110fa9f21305b3da4127129f0,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_015,it,data/annotations/candidate_packets_v2/cand_it_015.json,0497cd5a61d8b020017ddcd593d7a97aeb4f17bcf4115e689682675e4e31ba62,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_it_016,it,data/annotations/candidate_packets_v2/cand_it_016.json,adf1dd69d9dc287cfb45de761f083b774bd929a6fd6dece4d8506afa62725283,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_019,it,data/annotations/candidate_packets_v2/cand_it_019.json,c700aba9168907ceeb78d6ba89f4170f37bed663dd88c68210d58f4123be424c,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_020,it,data/annotations/candidate_packets_v2/cand_it_020.json,34ebfa6743d89acee8a1d41f94d229ed91a53adb96ec2704b0b3bbc3af306f38,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_022,it,data/annotations/candidate_packets_v2/cand_it_022.json,26ed7465d8accfb5332abe17f60c0e7c829857dca0cbd2995c6e1619f74f5316,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_023,it,data/annotations/candidate_packets_v2/cand_it_023.json,6605abe7da67e4d130a32b65dd399f3beed38e315205ceb0e33f51d4a2fd2579,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_024,it,data/annotations/candidate_packets_v2/cand_it_024.json,f4fde7b5f921ef6b6cf3a5d666f11334476cc0712e0b404121524677ad2bd774,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_it_025,it,data/annotations/candidate_packets_v2/cand_it_025.json,e4b5950b421daa60396bd6de532d41619a9faaec687c6a80cbeab11c73b9b193,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_026,it,data/annotations/candidate_packets_v2/cand_it_026.json,fb3fcc116b3ab8baec8ab94e46bc003e3eb720e7fdcc4c758b0b01175158cb20,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_027,it,data/annotations/candidate_packets_v2/cand_it_027.json,8eca4fae95473982302dee50c82fe9a380576af011b2321b84af4792e7118fa0,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_it_028,it,data/annotations/candidate_packets_v2/cand_it_028.json,21dfc779301fb8b3891ba1820877fdce45ca1dcc6e849330e0cc59ebfec14773,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_029,it,data/annotations/candidate_packets_v2/cand_it_029.json,af9add02e14b0fe3f3d6da901f87d61f921a3cc81e0b8344b2003bdf25722b0c,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_030,it,data/annotations/candidate_packets_v2/cand_it_030.json,7d8a128ce28ac08c444dc6c2881613e7d38da8e1831fc12c587d4a4118d37696,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_it_032,it,data/annotations/candidate_packets_v2/cand_it_032.json,1a44d673a3530aea1e18ccf0dc9b74ada54102ca62d641873f75b81ca209ab53,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_033,it,data/annotations/candidate_packets_v2/cand_it_033.json,7aba79104e54f732b573c25001dafddf84cc06bb5cf1e45f21827ac64b91f941,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_it_034,it,data/annotations/candidate_packets_v2/cand_it_034.json,562f7d75e0d4eda94cea03b7fefdf2d8c63c1b4378460dcd8410dc1f408cf597,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_035,it,data/annotations/candidate_packets_v2/cand_it_035.json,a5b94c2c9a0dae9f64ec90f914a90e5093148c6e2d4ba3e93a9fbef5c2f60e69,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_037,it,data/annotations/candidate_packets_v2/cand_it_037.json,e143a40a2d145e1741defdcfccbbc3ef3811845c7b616815c85f300c1c875d6f,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_038,it,data/annotations/candidate_packets_v2/cand_it_038.json,1c142f4b18b71c640ac6f2dbf5d0e96dec9b3b379243c3de5ea23c659669eecb,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_it_039,it,data/annotations/candidate_packets_v2/cand_it_039.json,10a57a9d610d942df49fdd73d38880d9de0bd99afd1bb1a36fb2cfb9fd69bed0,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_it_040,it,data/annotations/candidate_packets_v2/cand_it_040.json,70b472309f345d0a75d38e727f51484af8867004fa5d2c3fbbec427e06c302c3,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_003,procurement,data/annotations/candidate_packets_v2/cand_procurement_003.json,fd6f4dd4317bf725fdacffde314da811d230bee6c50b672503d853ffea78164e,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_005,procurement,data/annotations/candidate_packets_v2/cand_procurement_005.json,df378fd807c2bb07661b3d4c4090d7381627658b8557db49c14b5f148cd1f581,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_008,procurement,data/annotations/candidate_packets_v2/cand_procurement_008.json,e95bddceadaa34c97fc4a61d18b627495f442f282b779c258ce5f2f2e7c257b4,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_011,procurement,data/annotations/candidate_packets_v2/cand_procurement_011.json,6e66f4e2592fec56f9547b833885eee2c0bb3d441776c70dbe5e087434c768e3,P1,counterfactual_relevance_review;epistemic_semantics_review,reconstruct_minimal_state_from_packet;independently_check_status_scope_and_authority,unassigned,
cand_procurement_012,procurement,data/annotations/candidate_packets_v2/cand_procurement_012.json,9f1ebc6d2320f016fc0aa70083c1e79e0729b37b525331c74a134b1549bd560e,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_014,procurement,data/annotations/candidate_packets_v2/cand_procurement_014.json,5a222715be8da68a82fe299fc0a2a40d3c7cfa37ee1db0932c623d6e6879f9e1,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_016,procurement,data/annotations/candidate_packets_v2/cand_procurement_016.json,0543090dbf05e7a8928b17c2f7a2608d46b3b4457374633c25949989ea2ef037,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_017,procurement,data/annotations/candidate_packets_v2/cand_procurement_017.json,4bd6b3893acf3ff2e8814b9fda6dfc8d7704ef9215d2eef4a0f718c4a1fdd60e,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_018,procurement,data/annotations/candidate_packets_v2/cand_procurement_018.json,5affe74adb225b9f5df3d8cfda80937c8175f84fbe004bb00e887683e90eaa24,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_019,procurement,data/annotations/candidate_packets_v2/cand_procurement_019.json,e9652d7080b7a681faf0d935131f04f431360ec805ef49c2a120b1620a552637,P1,counterfactual_relevance_review;epistemic_semantics_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;independently_check_status_scope_and_authority;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_020,procurement,data/annotations/candidate_packets_v2/cand_procurement_020.json,399cfb9322479433a2a087412edf8a613b3e1ab9d65a3da53982e011c5b6a0dc,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_021,procurement,data/annotations/candidate_packets_v2/cand_procurement_021.json,ee06d1460e43beea5abf0c027d01cfdaaa89d6e802f3d4f3f3ff18ba84e55d2f,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_023,procurement,data/annotations/candidate_packets_v2/cand_procurement_023.json,935afee6cb2dd878de348435fd6ab035e8f2d3e037bff3da1e08d4948f839dcc,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_026,procurement,data/annotations/candidate_packets_v2/cand_procurement_026.json,451fbefd5a5fda14a86b71bc03436cccccd1bfc14df76e7bbf7349f1d15bf2d8,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_028,procurement,data/annotations/candidate_packets_v2/cand_procurement_028.json,1478eb40df1cb141e23ad1492184344051f0ab70205800c1c25a7258a0e8313f,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_029,procurement,data/annotations/candidate_packets_v2/cand_procurement_029.json,981c26315da04ce0f4d834fd57eacc2eb57b60df182fca35f99aa8abe0efcc75,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_030,procurement,data/annotations/candidate_packets_v2/cand_procurement_030.json,f464ccb84ce34669df116c1c590497e9e55ad050afabc93038bc33305eaee989,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_031,procurement,data/annotations/candidate_packets_v2/cand_procurement_031.json,c4740e4961dc6b7a9099df1dbdb63e69b324bc22ca67474b4e75c6574c27e1c9,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_032,procurement,data/annotations/candidate_packets_v2/cand_procurement_032.json,52929c5386741dd4bcf28a81701db2854fccf750b1c59989013a4b0a483cb540,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_035,procurement,data/annotations/candidate_packets_v2/cand_procurement_035.json,010bf358c50f97cafca5704df2ca51b84e70d073d9ff78d2fdfa069d53e9e815,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_036,procurement,data/annotations/candidate_packets_v2/cand_procurement_036.json,99443e03e85aadf9170d9d5355bfd806a4cbc9cd5e63920fc868a8bbe37a59cd,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_037,procurement,data/annotations/candidate_packets_v2/cand_procurement_037.json,66b028d955278b0ab3e1d36118a7a3f65c2a156ef76f36f27598a67cc42b78fa,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_procurement_038,procurement,data/annotations/candidate_packets_v2/cand_procurement_038.json,39e7e24db1afba05802bf55a10279dce5ed3436768d70d179e9d7b86e1b9ad2a,P1,counterfactual_relevance_review;legal_policy_ambiguity_review,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract,unassigned,
cand_procurement_040,procurement,data/annotations/candidate_packets_v2/cand_procurement_040.json,0d6e3ccf5f5bdb4b645e4917d58e62c03fae38fb5d59e9fec5ae71c0da03b1d6,P1,counterfactual_relevance_review;legal_policy_ambiguity_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;enumerate_all_legal_sequences_from_public_contract;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_001,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_001.json,e5d09f7a93703a5347d0786e64352d488809a2da814eee38292fd54792ab0deb,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_004,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_004.json,498617f9631ecc66215e4903b7b4be7eadf140ee40ea8e5bf2f40f2281028b93,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_010,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_010.json,fae88a736d703961e41bcc70b6e019d95430bba0d408a609c646baae9d40315d,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_013,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_013.json,a19f7a6452685768c9bee0034461ce33dd7860eca392f3f57aeee81af8cd4b47,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_016,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_016.json,0e25066c6690fa29c4ca6ee75293b6333a8b2861ed789b7567e0bb91f8391c8e,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_022,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_022.json,a79de26debaf4a2dc20fabfedfd1483345b21461267fdd63c08158eb0a5bc742,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_025,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_025.json,9fd3a3de462aac6c5b0cb05fe005871dbdf837c7e724a7f6847b317b6e5530a1,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_028,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_028.json,26b224278021ffb3a167d894666108a3adcf34d64b1998defd8e3b959a509174,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_031,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_031.json,4a5d271d28201f96febec4a5a9aa178471977fcbbcce25b345ca9b2d80c6a1f4,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
cand_scheduling_034,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_034.json,a871ecf1154e86d5cd800909cf641f479a54c80b8bc5cea4cc5aede7c193249f,P1,counterfactual_relevance_review;normalized_topology_review;interface_ordering_probe_hit,reconstruct_minimal_state_from_packet;compare_blind_workflow_logic_not_surface_words;audit_public_interface_for_shallow_cues,unassigned,
